"I-P01"	"OTU"	"I-P07"	"I-P11"	"I-S07"	"I-S29"	"I-S34"	"I-W31"	"I-W32"	"I-W33"	"S-P03"	"S-P09"	"S-P12"	"S-S05"	"S-S08"	"S-S32"	"S-W20"	"S-W36"	"S-W37"
17	"Bacteria.Proteobacteria.Deltaproteobacteria.Syntrophobacterales.Syntrophobacteraceae.Thermodesulforhabdus.Thermodesulforhabdus norvegica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Gammaproteobacteria.Pseudomonadales.Pseudomonadaceae.Pseudomonas.Pseudomonas synxantha"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Epsilonproteobacteria.Campylobacterales.Helicobacteraceae.Helicobacter.Helicobacter rodentium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Budviciaceae.Budvicia.Budvicia aquatica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Deltaproteobacteria.NA.NA.NA.delta proteobacterium NaphS2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Gammaproteobacteria.Alteromonadales.Moritellaceae.Moritella.Moritella marina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.Burkholderiaceae.Burkholderia.Burkholderia cenocepacia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Candidatus Hamiltonella.Candidatus Hamiltonella defensa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Hyphomicrobiaceae.Maritalea.Maritalea myrionectae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Deltaproteobacteria.Desulfovibrionales.Desulfovibrionaceae.Halodesulfovibrio.Halodesulfovibrio marinisediminis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.Alcaligenaceae.Bordetella.Bordetella genomosp. 13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Hyphomicrobiaceae.Maritalea.Maritalea mobilis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Morganellaceae.Providencia.Providencia sneebia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.NA.Thiomonas.Thiomonas sp. CB2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Gammaproteobacteria.Chromatiales.NA.Thiohalobacter.Thiohalobacter thiocyanaticus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Alphaproteobacteria.Sneathiellales.Sneathiellaceae.Oceanibacterium.Oceanibacterium hippocampi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Gammaproteobacteria.Oceanospirillales.Oceanospirillaceae.Marinobacterium.Marinobacterium sp. AK27"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodobacterales.Hyphomonadaceae.Hyphomonas.Hyphomonas pacifica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Deltaproteobacteria.Myxococcales.Vulgatibacteraceae.Vulgatibacter.Vulgatibacter incomptus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Alphaproteobacteria.Parvularculales.Parvularculaceae.Amphiplicatus.Amphiplicatus metriothermophilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Erwiniaceae.Mixta.Mixta intestinalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Gammaproteobacteria.Acidiferrobacterales.Acidiferrobacteraceae.Sulfurifustis.Sulfurifustis variabilis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Deltaproteobacteria.Desulfobacterales.NA.NA.Desulfobacterales bacterium SG8_35_2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Gammaproteobacteria.Xanthomonadales.Xanthomonadaceae.Lysobacter.Lysobacter sp. Root690"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Gammaproteobacteria.Cellvibrionales.Halieaceae.Halioglobus.Halioglobus lutimaris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Gammaproteobacteria.Cellvibrionales.Cellvibrionaceae.Agarilytica.Agarilytica rhodophyticola"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Betaproteobacteria.NA.NA.NA.Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Deltaproteobacteria.NA.NA.NA.Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_60_19"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Alphaproteobacteria.NA.NA.NA.Alphaproteobacteria bacterium CG1_02_46_17"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Phyllobacteriaceae.Mesorhizobium.Mesorhizobium sp. YM1C-6-2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Deltaproteobacteria.Desulfobacterales.NA.NA.Desulfobacterales bacterium S7086C20"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Gammaproteobacteria.Aeromonadales.Aeromonadaceae.Aeromonas.Aeromonas sp. RU39B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Alphaproteobacteria.Rickettsiales.Rickettsiaceae.NA.Rickettsiaceae bacterium 4572_127"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Alphaproteobacteria.NA.NA.NA.Alphaproteobacteria bacterium MarineAlpha10_Bin2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Gammaproteobacteria.Methylococcales.Methylococcaceae.Methylobacter.Methylobacter sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Epsilonproteobacteria.Campylobacterales.Hydrogenimonaceae.Hydrogenimonas.Hydrogenimonas sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodobacterales.Rhodobacteraceae.Paracoccus.Paracoccus endophyticus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Alphaproteobacteria.Rickettsiales.NA.NA.Rickettsiales endosymbiont of Stachyamoeba lipophora"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Escherichia.Escherichia alba"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Gammaproteobacteria.Alteromonadales.Pseudoalteromonadaceae.Pseudoalteromonas.Pseudoalteromonas atlantica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodospirillales.Rhodospirillaceae.Phaeospirillum.Phaeospirillum fulvum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.Burkholderiaceae.Paucimonas.Paucimonas lemoignei"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Epsilonproteobacteria.Campylobacterales.Helicobacteraceae.Helicobacter.Helicobacter heilmannii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Deltaproteobacteria.Desulfuromonadales.Desulfuromonadaceae.Desulfuromusa.Desulfuromusa kysingii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Deltaproteobacteria.Desulfobacterales.Desulfobacteraceae.Desulfospira.Desulfospira joergensenii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Erwiniaceae.Erwinia.Erwinia psidii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Gammaproteobacteria.Chromatiales.Chromatiaceae.Thiocapsa.Thiocapsa rosea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Alphaproteobacteria.Holosporales.Candidatus Paracaedibacteraceae.Candidatus Odyssella.Candidatus Odyssella thessalonicensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Gammaproteobacteria.Oceanospirillales.Oceanospirillaceae.Marinospirillum.Marinospirillum alkaliphilum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Morganellaceae.Moellerella.Moellerella wisconsensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Trabulsiella.Trabulsiella guamensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodospirillales.Rhodospirillaceae.Tistrella.Tistrella mobilis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Gammaproteobacteria.Vibrionales.Vibrionaceae.Enterovibrio.Enterovibrio norvegicus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Deltaproteobacteria.Desulfovibrionales.Desulfohalobiaceae.Desulfonauticus.Desulfonauticus submarinus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Deltaproteobacteria.Desulfobacterales.Desulfobacteraceae.NA.uncultured Desulfobacteraceae bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Gammaproteobacteria.Oceanospirillales.Halomonadaceae.Halomonas.Halomonas anticariensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Methylobacteriaceae.Methylobacterium.Methylobacterium variabile"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Deltaproteobacteria.Desulfobacterales.Desulfobacteraceae.Desulfatirhabdium.Desulfatirhabdium butyrativorans"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Gammaproteobacteria.Thiotrichales.Piscirickettsiaceae.Sulfurivirga.Sulfurivirga caldicuralii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Deltaproteobacteria.Desulfobacterales.Desulfobulbaceae.Desulfurivibrio.Desulfurivibrio alkaliphilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.Comamonadaceae.Pseudacidovorax.Pseudacidovorax intermedius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodobacterales.Rhodobacteraceae.Paenirhodobacter.Paenirhodobacter enshiensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Gammaproteobacteria.Alteromonadales.Alteromonadaceae.Gayadomonas.Gayadomonas joobiniege"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Gammaproteobacteria.Acidiferrobacterales.Acidiferrobacteraceae.Acidiferrobacter.Acidiferrobacter sp. SPIII_3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Alphaproteobacteria.Caulobacterales.Caulobacteraceae.Asticcacaulis.Asticcacaulis sp. AC460"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Alphaproteobacteria.Sphingomonadales.Sphingomonadaceae.Sphingomonas.Sphingomonas sp. URHD0007"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Deltaproteobacteria.Desulfarculales.Desulfarculaceae.Desulfocarbo.Desulfocarbo indianensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Deltaproteobacteria.Desulfobacterales.Desulfobulbaceae.Desulfofustis.uncultured Desulfofustis sp. PB-SRB1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodospirillales.Acetobacteraceae.Dankookia.Dankookia rubra"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.NA.NA.Burkholderiales bacterium GJ-E10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Alphaproteobacteria.Rickettsiales.NA.NA.Rickettsiales bacterium Ac37b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Deltaproteobacteria.Desulfobacterales.Desulfobulbaceae.Desulfobulbus.Desulfobulbus sp. Tol-SR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Epsilonproteobacteria.Campylobacterales.Helicobacteraceae.Sulfuricurvum.Sulfuricurvum sp. PC08-66"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Gammaproteobacteria.NA.NA.Sedimenticola.Sedimenticola thiotaurini"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodobacterales.Rhodobacteraceae.Actibacterium.Actibacterium ureilyticum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Alphaproteobacteria.Holosporales.Caedimonadaceae.Caedimonas.Caedimonas varicaedens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Deltaproteobacteria.Desulfobacterales.Desulfobulbaceae.NA.Desulfobulbaceae bacterium BRH_c16a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Gammaproteobacteria.NA.NA.NA.Gammaproteobacteria bacterium SG8_47"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Gammaproteobacteria.Chromatiales.Chromatiaceae.Candidatus Tenderia.Candidatus Tenderia electrophaga"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Deltaproteobacteria.Desulfuromonadales.Geobacteraceae.NA.Geobacteraceae bacterium GWC2_58_44"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Deltaproteobacteria.Syntrophobacterales.Syntrophorhabdaceae.Syntrophorhabdus.Syntrophorhabdus sp. PtaU1.Bin153"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Gammaproteobacteria.Oceanospirillales.Saccharospirillaceae.Salinibius.Salinibius halmophilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Deltaproteobacteria.Desulfuromonadales.NA.NA.Desulfuromonadales bacterium C00003093"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Gammaproteobacteria.Oceanospirillales.NA.NA.Oceanospirillales bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodobacterales.Rhodobacteraceae.Defluviimonas.Defluviimonas sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodospirillales.Rhodospirillaceae.NA.Rhodospirillaceae bacterium TMED23"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Alphaproteobacteria.NA.NA.NA.Alphaproteobacteria bacterium MarineAlpha5_Bin12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Betaproteobacteria.Nitrosomonadales.NA.NA.Nitrosomonadales bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Epsilonproteobacteria.Campylobacterales.Campylobacteraceae.Campylobacter.Campylobacter sp. B423b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Gammaproteobacteria.Oceanospirillales.Alcanivoracaceae.Alcanivorax.Alcanivorax profundi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Hyphomicrobiaceae.Aquabacter.Aquabacter cavernae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Gammaproteobacteria.Alteromonadales.Alteromonadaceae.NA.Alteromonadaceae bacterium M269"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Deltaproteobacteria.Desulfobacterales.Desulfobulbaceae.Desulfopila.Desulfopila sp. IMCC35008"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodospirillales.Rhodospirillaceae.NA.Rhodospirillaceae bacterium LM-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodospirillales.Acetobacteraceae.Stella.Stella humosa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Gammaproteobacteria.Methylococcales.Methylococcaceae.Methylococcus.Methylococcus capsulatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Betaproteobacteria.Neisseriales.Neisseriaceae.Eikenella.Eikenella corrodens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Gammaproteobacteria.Vibrionales.Vibrionaceae.Photobacterium.Photobacterium phosphoreum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Gammaproteobacteria.Vibrionales.Vibrionaceae.Aliivibrio.Aliivibrio fischeri"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Gammaproteobacteria.Pasteurellales.Pasteurellaceae.Caviibacterium.Caviibacterium pharyngocola"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Deltaproteobacteria.Syntrophobacterales.Syntrophaceae.Syntrophus.Syntrophus gentianae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Deltaproteobacteria.Desulfovibrionales.Desulfohalobiaceae.Desulfohalobium.Desulfohalobium retbaense"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Gammaproteobacteria.Vibrionales.Vibrionaceae.Vibrio.Vibrio cyclitrophicus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.Burkholderiaceae.Cupriavidus.Cupriavidus necator"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Deltaproteobacteria.Desulfobacterales.Desulfobacteraceae.Desulforegula.Desulforegula conservatrix"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Alphaproteobacteria.Rickettsiales.Anaplasmataceae.Wolbachia.Wolbachia endosymbiont of Folsomia candida"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Deltaproteobacteria.Desulfobacterales.Desulfobulbaceae.Desulfopila.Desulfopila aestuarii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Deltaproteobacteria.Desulfovibrionales.Desulfovibrionaceae.Desulfovibrio.Desulfovibrio ferrophilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodospirillales.Acetobacteraceae.Gluconobacter.Gluconobacter thailandicus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Gammaproteobacteria.Aeromonadales.Aeromonadaceae.Aeromonas.Aeromonas tecta"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Gammaproteobacteria.Xanthomonadales.Rhodanobacteraceae.Luteibacter.Luteibacter yeojuensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Morganellaceae.Xenorhabdus.Xenorhabdus vietnamensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodospirillales.Acetobacteraceae.Granulibacter.Granulibacter bethesdensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Gammaproteobacteria.Xanthomonadales.Xanthomonadaceae.Lysobacter.Lysobacter defluvii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Alphaproteobacteria.Sphingomonadales.Sphingomonadaceae.Sphingomonas.Sphingomonas sanxanigenens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Gammaproteobacteria.NA.NA.Wohlfahrtiimonas.Wohlfahrtiimonas chitiniclastica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Alphaproteobacteria.Magnetococcales.Magnetococcaceae.Magnetococcus.Candidatus Magnetococcus massalia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Gammaproteobacteria.NA.NA.Ignatzschineria.Ignatzschineria ureiclastica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Rhizobiaceae.Liberibacter.Candidatus Liberibacter solanacearum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Gammaproteobacteria.Chromatiales.Chromatiaceae.Thiorhodovibrio.Thiorhodovibrio sp. 970"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Gammaproteobacteria.Cellvibrionales.Microbulbiferaceae.Microbulbifer.Microbulbifer marinus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Deltaproteobacteria.Desulfovibrionales.Desulfovibrionaceae.Pseudodesulfovibrio.Pseudodesulfovibrio piezophilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Pectobacteriaceae.Brenneria.Brenneria goodwinii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.Alcaligenaceae.Basilea.Basilea psittacipulmonis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Alphaproteobacteria.Holosporales.Caedimonadaceae.Candidatus Nucleicultrix.Candidatus Nucleicultrix amoebiphila"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Bradyrhizobiaceae.Bosea.Bosea sp. UNC402CLCol"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodobacterales.Rhodobacteraceae.Pontivivens.Pontivivens insulae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.Comamonadaceae.Comamonas.Comamonas sp. SCN 65-56"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Deltaproteobacteria.Desulfovibrionales.Desulfovibrionaceae.Pseudodesulfovibrio.Pseudodesulfovibrio indicus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Gammaproteobacteria.Chromatiales.Ectothiorhodospiraceae.Inmirania.Inmirania thermothiophila"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Alphaproteobacteria.NA.NA.NA.Alphaproteobacteria bacterium RIFOXYD12_FULL_60_8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Betaproteobacteria.NA.NA.NA.Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_66_14"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Deltaproteobacteria.Desulfuromonadales.Geobacteraceae.NA.Geobacteraceae bacterium GWC2_53_11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Gammaproteobacteria.NA.NA.Candidatus Thiodiazotropha.Candidatus Thiodiazotropha endoloripes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Proteobacteria.Betaproteobacteria.Nitrosomonadales.Nitrosomonadaceae.Nitrosospira.Nitrosospira sp. Nsp44"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
