,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Acidobacteria;Acidobacteriia;Bryobacterales;Solibacteraceae;NA;NA;,0.000060,0.000047,0.000066,0.000135,0.000098,0.000061,0.000085,0.000311,0.000228,0.000107,0.000175,0.000087,0.000195,0.000151,0.000072,0.000038,0.000055,0.000220
Bacteria;Proteobacteria;Oligoflexia;Oligoflexales;Oligoflexaceae;NA;NA;,0.000060,0.000042,0.000070,0.000040,0.000037,0.000009,0.000059,0.000354,0.000031,0.000082,0.000077,0.000042,0.000027,0.000038,0.000024,0.000031,0.000048,0.000140
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Fastidiosibacteraceae;NA;NA;,0.000058,0.000107,0.000184,0.000083,0.000058,0.000059,0.000085,0.000210,0.000117,0.000071,0.000094,0.000054,0.000088,0.000050,0.000040,0.000100,0.000109,0.000143
Eukaryota;Evosea;Eumycetozoa;Dictyosteliales;Raperosteliaceae;NA;NA;,0.000058,0.000092,0.000101,0.000038,0.000069,0.000038,0.000099,0.000049,0.000097,0.000016,0.000063,0.000111,0.000016,0.000130,0.000070,0.000106,0.000048,0.000052
Bacteria;Cyanobacteria;NA;Synechococcales;Prochlorotrichaceae;NA;NA;,0.000058,0.000034,0.000031,0.000038,0.000039,0.000021,0.000048,0.000037,0.000017,0.000011,0.000038,0.000045,0.000021,0.000088,0.000019,0.000022,0.000067,0.000087
Eukaryota;Endomyxa;NA;Plasmodiophorida;Plasmodiophoridae;NA;NA;,0.000056,0.000155,0.000123,0.000019,0.000122,0.000061,0.000062,0.000012,0.000014,0.000016,0.000035,0.000132,0.000016,0.000209,0.000032,0.000028,0.000016,0.000007
Bacteria;Chlamydiae;Chlamydiia;Parachlamydiales;Waddliaceae;NA;NA;,0.000056,0.000076,0.000039,0.000005,0.000039,0.000012,0.000007,0.001914,0.000034,0.000205,0.000140,0.000051,0.000010,0,0.000005,0.000119,0.000022,0.000286
Bacteria;Proteobacteria;Oligoflexia;Bacteriovoracales;Halobacteriovoraceae;NA;NA;,0.000056,0.000100,0.000048,0.000157,0.000073,0.000023,0.000007,0.000074,0.000197,0.000068,0.000073,0.000054,0.000072,0.000147,0.000038,0.000025,0.000427,0.000223
Eukaryota;Chlorophyta;Trebouxiophyceae;Trebouxiales;Trebouxiaceae;NA;NA;,0.000056,0.000068,0.000118,0.000147,0.000042,0.000012,0.000015,0.000018,0.000009,0.000011,0.000010,0.000102,0.000024,0.000113,0.000013,0.000013,0.000077,0.000007
Eukaryota;Preaxostyla;NA;Oxymonadida;Pyrsonymphidae;NA;NA;,0.000053,0.000160,0.000153,0.000012,0.000107,0.000035,0.000074,0,0.000020,0.000007,0.000017,0.000078,0.000003,0.000155,0.000048,0.000006,0,0
Bacteria;Chlamydiae;Chlamydiia;Parachlamydiales;Criblamydiaceae;NA;NA;,0.000053,0.000065,0.000079,0.000188,0.000030,0.000016,0.000011,0.000792,0.000014,0.000262,0.000035,0.000018,0.000032,0.000038,0.000019,0.000034,0.000032,0.000210
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillales Family X. Incertae Sedis;NA;NA;,0.000053,0.000021,0.000053,0.000062,0.000032,0.000047,0.000062,0.000105,0.000080,0.000052,0.000052,0.000063,0.000059,0.000034,0.000030,0.000038,0.000039,0.000042
Bacteria;Actinobacteria;Nitriliruptoria;Euzebyales;Euzebyaceae;NA;NA;,0.000053,0.000071,0.000101,0.000038,0.000030,0.000070,0.000040,0.000040,0.000034,0.000062,0.000056,0.000096,0.000077,0.000013,0.000035,0.000003,0.000051,0.000014
Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;Kallotenuaceae;NA;NA;,0.000053,0.000039,0.000061,0.000059,0.000039,0.000410,0.000051,0.000040,0.000063,0.000041,0.000056,0.000075,0.000016,0.000059,0.000035,0.000013,0.000035,0.000017
Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Trigonopsidaceae;NA;NA;,0.000053,0.000021,0.000013,0.000029,0.000015,0,0.000004,0.000003,0.000003,0.000007,0.000077,0.000009,0,0.000025,0.000016,0.000003,0,0
Bacteria;Cyanobacteria;Gloeobacteria;Gloeobacterales;Gloeobacteraceae;NA;NA;,0.000053,0.000131,0.000044,0.000076,0.000157,0.000091,0.000077,0.000373,0.000114,0.000075,0.000119,0.000238,0.000137,0.000138,0.000115,0.000009,0.000077,0.000175
Bacteria;Cyanobacteria;NA;Pleurocapsales;Xenococcaceae;NA;NA;,0.000053,0.000026,0.000035,0.000033,0.000008,0.000009,0.000040,0.000025,0.000011,0.000034,0.000017,0.000024,0.000026,0.000029,0.000021,0,0.000022,0.000007
Eukaryota;Evosea;Eumycetozoa;Acytosteliales;Acytosteliaceae;NA;NA;,0.000053,0.000100,0.000162,0.000038,0.000058,0.000014,0.000081,0.000034,0.000023,0.000030,0.000045,0.000063,0.000003,0.000188,0.000027,0.000009,0.000013,0.000010
Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;NA;NA;,0.000053,0.000165,0.000053,0.000090,0.000042,0.000150,0.000165,0.000324,0.000185,0.000048,0.000028,0.000114,0.000072,0.000046,0.000145,0.000003,0.000132,0.000115
Eukaryota;Apicomplexa;Conoidasida;Eucoccidiorida;Eimeriidae;NA;NA;,0.000051,0.000113,0.000241,0.000026,0.000059,0.000054,0.000059,0.000009,0.000023,0.000192,0.000042,0.000120,0.000081,0.000201,0.000024,0.000003,0.000010,0.000028
Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Haematococcaceae;NA;NA;,0.000051,0.000016,0.000039,0.000007,0.000008,0.000016,0.000004,0.000080,0.000029,0.000018,0.000042,0.000051,0.000002,0.000059,0.000005,0.000003,0.000013,0.000021
Eukaryota;Zoopagomycota;Zoopagomycetes;Zoopagales;Piptocephalidaceae;NA;NA;,0.000051,0.000102,0.000092,0.000014,0.000073,0.000033,0.000051,0.000006,0.000011,0.000002,0.000031,0.000072,0.000003,0.000134,0.000013,0.000006,0.000016,0.000003
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Ventosimonadaceae;NA;NA;,0.000051,0.000026,0.000048,0.000036,0.000020,0.000042,0.000007,0.000028,0.000026,0,0.000014,0.000009,0.000016,0.000004,0.000043,0.000025,0.000035,0.000007
Bacteria;Cyanobacteria;NA;Synechococcales;Acaryochloridaceae;NA;NA;,0.000051,0.000210,0.000031,0.000095,0.000032,0.000131,0.000103,0.000136,0.000125,0.000041,0.000056,0.000036,0.000166,0.000096,0.000032,0.000091,0.000077,0.000119
Eukaryota;NA;Bigyra;Thraustochytrida;Thraustochytriaceae;NA;NA;,0.000049,0.000081,0.000140,0.000029,0.000064,0.000026,0.000110,0.000006,0.000017,0.000007,0.000017,0.000090,0.000019,0.000168,0.000032,0.000016,0.000019,0.000010
Eukaryota;Basidiomycota;Agaricomycetes;Geastrales;Sphaerobolaceae;NA;NA;,0.000049,0.000105,0.000022,0.000012,0.000012,0.000009,0.000007,0,0.000006,0,0.000003,0.000063,0,0.000025,0,0.000003,0,0
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermodesulfobiaceae;NA;NA;,0.000049,0.000071,0.000048,0.000012,0.000025,0.000075,0.000059,0.000049,0.000031,0.000014,0.000014,0.000138,0.000066,0.000050,0.000083,0.000013,0.000042,0.000045
Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Candidatus Methanoperedenaceae;NA;NA;,0.000049,0.000089,0.000158,0.000086,0.000096,0.000073,0.000015,0.000022,0.000128,0.000050,0.000042,0.000045,0.000050,0.000260,0.000013,0.000009,0.000032,0.000070
Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanocalculaceae;NA;NA;,0.000049,0.000380,0.000026,0.000069,0.000008,0.000223,0.000007,0.000003,0.000029,0.000025,0.000007,0.000039,0.000061,0.000084,0.000445,0.000016,0.000029,0.000003
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Roseiarcaceae;NA;NA;,0.000049,0.000021,0.000048,0.000010,0.000014,0.000009,0.000085,0.000037,0.000037,0.000007,0.000007,0.000021,0.000006,0,0.000003,0,0.000016,0.000007
Bacteria;Proteobacteria;Gammaproteobacteria;Nevskiales;Steroidobacteraceae;NA;NA;,0.000049,0.000254,0.000066,0.000121,0.000335,0.000052,0.000221,0.000435,0.000191,0.000212,0.000073,0.000229,0.000166,0.000059,0.000148,0.000100,0.000453,0.000227
Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;NA;NA;,0.000046,0.000010,0.000026,0.000057,0.000059,0.000028,0.000026,0.000009,0.000014,0.000018,0.000031,0.000042,0.000038,0.000096,0.000024,0.000025,0.000019,0.000003
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;NA;NA;,0.000046,0.000045,0.000031,0.000114,0.000078,0.000028,0.000085,0.000022,0.000034,0.000018,0.000024,0.000042,0.000018,0.000050,0.000005,0.000016,0.000013,0.000007
Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;NA;NA;,0.000046,0.000162,0.000197,0.000055,0.000095,0.000068,0.000147,0.000049,0.000026,0.000023,0.000056,0.000141,0.000011,0.000184,0.000080,0.000019,0.000042,0.000038
Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Selenastraceae;NA;NA;,0.000046,0.000134,0.000193,0.000097,0.000100,0.000012,0.000107,0.000018,0.000100,0.000023,0.000056,0.000087,0.000030,0.000218,0.000019,0.000009,0.000119,0.000112
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Dietziaceae;NA;NA;,0.000046,0.000207,0.000004,0.000069,0.000281,0.000030,0.000029,0.000530,0.000031,0.000025,0.000017,0.000105,0.000021,0.000075,0.000172,0.000019,0.000048,0.000063
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Candidatus Midichloriaceae;NA;NA;,0.000046,0.000118,0.000166,0.000102,0.000015,0.000073,0.000018,0.000111,0.000048,0.000062,0.000031,0.000190,0.000018,0.000034,0.000024,0,0.000064,0.000094
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodothalassiales;Rhodothalassiaceae;NA;NA;,0.000046,0.000029,0.000035,0.000019,0.000012,0.000012,0.000040,0.000022,0.000066,0.000041,0.000014,0.000018,0.000026,0.000025,0.000008,0,0.000048,0.000028
Eukaryota;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;NA;NA;,0.000046,0.000037,0.000083,0.000017,0.000046,0.000056,0.000026,0.000083,0.000026,0.000009,0.000028,0.000093,0.000006,0.000054,0.000016,0.000019,0.000019,0.000024
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Candidatus Deianiraeaceae;NA;NA;,0.000046,0.000039,0.000158,0.000031,0.000017,0.000033,0,0.000009,0.000011,0.000018,0.000077,0.000036,0.000037,0.000054,0.000046,0,0.000003,0.000010
Eukaryota;Basidiomycota;Dacrymycetes;Dacrymycetales;Dacrymycetaceae;NA;NA;,0.000044,0.000089,0.000070,0.000088,0.000032,0.000035,0.000570,0.000022,0.000752,0.000007,0.000056,0.000081,0.000061,0.000163,0.000064,0.000003,0.000209,0.000608
Eukaryota;Ascomycota;Leotiomycetes;NA;Pseudeurotiaceae;NA;NA;,0.000044,0.000055,0.000031,0.000055,0.000074,0.000040,0.000007,0.000006,0.000011,0.000066,0.000028,0.000030,0.000035,0.000138,0.000016,0,0.000022,0.000007
Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;NA;NA;,0.000044,0.000026,0.000053,0.000005,0.000010,0.000002,0.000015,0.000006,0.000006,0.000023,0.000031,0.000033,0.000005,0.000054,0.000003,0.000003,0.000077,0
Eukaryota;Ascomycota;Eurotiomycetes;Verrucariales;Verrucariaceae;NA;NA;,0.000044,0,0.000004,0,0.000046,0.000002,0.000004,0.000003,0,0,0.000003,0.000006,0,0.000054,0.000003,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae;NA;NA;,0.000044,0.000052,0.000013,0.000024,0.000052,0.000164,0.000026,0.000148,0.000074,0.000027,0.000042,0.000045,0.000058,0.000096,0.000099,0.000003,0.000064,0.000035
Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Trichomonascaceae;NA;NA;,0.000044,0.000050,0.000092,0.000038,0.000044,0.000021,0.000055,0.000012,0.000031,0.000027,0.000035,0.000051,0.000011,0.000042,0.000011,0.000013,0.000013,0.000035
Eukaryota;NA;Eustigmatophyceae;Eustigmatales;Monodopsidaceae;NA;NA;,0.000044,0.000055,0.000096,0.000050,0.000051,0.000026,0.000099,0.000018,0.000020,0.000030,0.000080,0.000045,0.000022,0.000126,0.000016,0.000003,0.000067,0.000028
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Borreliaceae;NA;NA;,0.000044,0.000039,0.000026,0.000090,0.000061,0.000021,0.000018,0.000228,0.000080,0.000041,0.000080,0.000093,0.000085,0.000063,0.000040,0.000047,0.000022,0.000077
Bacteria;Proteobacteria;Deltaproteobacteria;NA;Candidatus Desulfofervidaceae;NA;NA;,0.000044,0.000045,0.000096,0.000157,0.000019,0.000028,0.000015,0.000074,0.000046,0.000027,0.000035,0.000069,0.000042,0.000008,0.000008,0,0.000055,0.000003
Eukaryota;Evosea;Eumycetozoa;Acytosteliales;Cavenderiaceae;NA;NA;,0.000044,0.000110,0.000092,0.000017,0.000052,0.000035,0.000015,0.000003,0.000009,0.000007,0.000021,0.000063,0.000021,0.000142,0.000016,0.000081,0,0.000007
Bacteria;Candidatus Riflebacteria;Candidatus Ozemobacteria;NA;Candidatus Ozemobacteraceae;NA;NA;,0.000044,0.000013,0.000026,0.000019,0.000051,0.000045,0.000037,0.000031,0.000048,0.000041,0.000017,0.000069,0.000059,0.000075,0.000035,0.000031,0.000161,0.001128
Bacteria;Planctomycetes;Phycisphaerae;Sedimentisphaerales;Anaerohalosphaeraceae;NA;NA;,0.000044,0.000071,0.000311,0.000097,0.000102,0.000183,0.000099,0.000986,0.000108,0.000153,0.000192,0.000036,0.000064,0.000059,0.000059,0.000281,0.000138,0.000119
Eukaryota;Rhodophyta;Florideophyceae;Gracilariales;Gracilariaceae;NA;NA;,0.000042,0.000100,0.000123,0.000074,0.000058,0.000047,0.000059,0.000314,0.000020,0.000059,0.000038,0.000069,0.000016,0.000113,0.000038,0.000050,0.000032,0.000045
Eukaryota;Chytridiomycota;Chytridiomycetes;Spizellomycetales;Spizellomycetaceae;NA;NA;,0.000042,0.000045,0.000053,0.000059,0.000034,0.000026,0.000029,0.000037,0.000026,0.000007,0.000024,0.000051,0.000008,0.000130,0.000032,0.000006,0.000003,0.000007
Eukaryota;Ascomycota;Dothideomycetes;Myriangiales;Elsinoaceae;NA;NA;,0.000042,0.000060,0.000101,0.000033,0.000054,0.000030,0.000033,0,0.000046,0.000009,0.000021,0.000081,0.000005,0.000130,0.000056,0.000013,0.000003,0
Eukaryota;Blastocladiomycota;Blastocladiomycetes;Blastocladiales;Catenariaceae;NA;NA;,0.000042,0.000071,0.000083,0.000012,0.000030,0.000014,0.000051,0.000012,0.000014,0.000009,0.000014,0.000069,0.000002,0.000088,0.000030,0.000003,0.000006,0.000007
Bacteria;Chloroflexi;Chloroflexia;Herpetosiphonales;Herpetosiphonaceae;NA;NA;,0.000042,0.000045,0.000131,0.000071,0.000100,0.000052,0.000033,0.000046,0.000154,0.000034,0.000045,0.000045,0.000077,0.000105,0.000046,0.000006,0.000051,0.000136
Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Lichtheimiaceae;NA;NA;,0.000042,0.000058,0.000184,0.000017,0.000056,0.000016,0.000055,0.000006,0.000017,0.000007,0.000038,0.000069,0.000008,0.000092,0.000032,0.000006,0.000006,0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Thioalkalispiraceae;NA;NA;,0.000042,0.000047,0.000153,0.000067,0.000103,0.000089,0.000162,0.000527,0.000191,0.000155,0.000063,0.000051,0.000089,0.000038,0.000003,0.000213,0.000106,0.000147
Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;NA;NA;,0.000039,0.000021,0.000009,0.000021,0.000019,0.000009,0.000037,0.000009,0.000003,0.000030,0.000056,0.000024,0.000008,0.000054,0.000005,0.000009,0.000022,0
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Tsukamurellaceae;NA;NA;,0.000039,0.000008,0.000053,0.000076,0.000022,0.000012,0.000070,0.000018,0.000031,0.000091,0.000073,0.000036,0.000042,0.000092,0.000011,0.000003,0.000064,0.000024
Bacteria;Actinobacteria;Actinobacteria;Acidothermales;Acidothermaceae;NA;NA;,0.000039,0.000045,0.000013,0.000021,0.000003,0.000007,0,0.000003,0.000011,0.000027,0.000024,0.000042,0.000032,0,0,0,0,0.000010
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Vulgatibacteraceae;NA;NA;,0.000039,0.000013,0.000044,0.000074,0.000022,0.000023,0.000026,0.000031,0.000014,0.000014,0.000028,0.000021,0.000054,0.000021,0.000038,0,0.000051,0.000024
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;NA;NA;,0.000039,0.000097,0.000096,0.000012,0.000054,0.000021,0.000029,0.000015,0.000009,0.000018,0.000021,0.000075,0.000005,0.000088,0.000035,0.000022,0.000016,0.000024
Bacteria;Cyanobacteria;NA;Nostocales;Chlorogloeopsidaceae;NA;NA;,0.000039,0.000010,0.000018,0.000005,0.000005,0.000002,0,0.000358,0.000017,0.000064,0.000035,0,0.000013,0,0,0.000013,0.000006,0.000014
Eukaryota;Mucoromycota;Mortierellomycetes;Mortierellales;Mortierellaceae;NA;NA;,0.000037,0.000102,0.000074,0.000050,0.000061,0.000049,0.000074,0.000006,0.000077,0.000011,0.000056,0.000060,0.000010,0.000050,0.000048,0.000016,0.000029,0.000098
Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;NA;NA;,0.000037,0.000018,0.000022,0.000052,0.000015,0.000023,0.000051,0.000089,0.000009,0.000009,0.000003,0.000042,0.000037,0.000013,0.000019,0.000044,0.000022,0.000063
Bacteria;Actinobacteria;Nitriliruptoria;Nitriliruptorales;Nitriliruptoraceae;NA;NA;,0.000037,0.000055,0.000035,0.000048,0.000056,0.000045,0.000096,0.000206,0.000074,0.000011,0.000084,0.000093,0.000043,0.000096,0.000046,0.000013,0.000093,0.000087
Eukaryota;Basidiomycota;Agaricomycetes;Sebacinales;Serendipitaceae;NA;NA;,0.000037,0.000055,0.000053,0.000036,0.000044,0.000012,0.000037,0.000018,0.000009,0.000021,0.000021,0.000033,0.000046,0.000071,0.000003,0.000091,0.000029,0.000003
Bacteria;Actinobacteria;Actinobacteria;Candidatus Nanopelagicales;Candidatus Nanopelagicaceae;NA;NA;,0.000037,0.000003,0.000053,0.000024,0.000037,0.000012,0.000004,0.000009,0.000077,0.000011,0.000042,0.000009,0.000011,0.000046,0.000016,0,0.000006,0
Bacteria;Acidobacteria;Vicinamibacteria;NA;Vicinamibacteraceae;NA;NA;,0.000037,0.000013,0.000118,0.000074,0.000024,0.000047,0.000051,0.000055,0.000108,0.000025,0.000056,0.000075,0.000026,0.000050,0.000040,0.000003,0.000019,0.000091
Eukaryota;Blastocladiomycota;Blastocladiomycetes;Blastocladiales;Blastocladiaceae;NA;NA;,0.000035,0.000065,0.000123,0.000021,0.000036,0.000009,0.000029,0.000015,0.000020,0.000011,0.000028,0.000042,0.000010,0.000126,0.000019,0,0.000013,0.000007
Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;NA;NA;,0.000035,0.000034,0.000074,0.000081,0.000068,0.000019,0.000018,0.000022,0,0.000007,0.000038,0.000042,0.000003,0.000042,0.000019,0,0.000006,0.000014
Eukaryota;Apicomplexa;Aconoidasida;Piroplasmida;Theileriidae;NA;NA;,0.000035,0.000073,0.000079,0.000014,0.000054,0.000028,0.000048,0.000009,0.000014,0.000007,0.000024,0.000081,0.000002,0.000109,0.000030,0.000034,0.000006,0.000007
Eukaryota;Rhodophyta;Florideophyceae;Gigartinales;Gigartinaceae;NA;NA;,0.000035,0.000068,0.000079,0.000014,0.000034,0.000023,0.000051,0.000028,0.000014,0.000023,0.000014,0.000108,0.000013,0.000101,0.000035,0.000013,0.000067,0.000017
Eukaryota;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;NA;NA;,0.000035,0.000018,0.000018,0,0.000019,0.000007,0.000011,0,0.000009,0.000011,0.000045,0.000033,0.000125,0.000025,0,0,0.000006,0
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Diademaceae;NA;NA;,0.000035,0,0,0,0,0.000113,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Corynesporascaceae;NA;NA;,0.000035,0.000008,0.000004,0.000017,0.000034,0.000005,0.000011,0.000003,0.000009,0.000002,0.000003,0.000003,0.000010,0,0,0,0.000016,0
Bacteria;Actinobacteria;Actinobacteria;Catenulisporales;Actinospicaceae;NA;NA;,0.000035,0.000024,0.000035,0.000007,0.000024,0.000014,0.000029,0,0.000017,0.000030,0.000003,0.000003,0.000024,0.000034,0.000013,0,0.000016,0.000010
Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Thermosporotrichaceae;NA;NA;,0.000035,0.000065,0.000088,0.000100,0.000030,0.000506,0.000051,0.000006,0.000017,0.000066,0.000038,0.000033,0.000050,0.000121,0.000035,0,0.000019,0.000035
Bacteria;Armatimonadetes;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;NA;NA;,0.000035,0.000045,0,0.000055,0.000042,0.000023,0.000022,0.000012,0.000031,0.000071,0.000024,0.000036,0.000021,0.000117,0.000005,0.000009,0.000064,0.000007
Bacteria;Cyanobacteria;NA;Spirulinales;Spirulinaceae;NA;NA;,0.000035,0.000115,0.000092,0.000045,0.000115,0.000087,0.000044,0.000142,0.000111,0.000128,0.000063,0.000072,0.000053,0.000071,0.000072,0.000006,0.000019,0.000038
Bacteria;Cyanobacteria;NA;Chroococcales;Cyanobacteriaceae;NA;NA;,0.000035,0.000215,0.000048,0.000036,0.000271,0.000038,0.000004,0.000253,0.000014,0.000046,0.000014,0.000072,0.000038,0.000021,0.000126,0,0.000019,0.000077
Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloarculaceae;NA;NA;,0.000035,0.000314,0.000009,0.000102,0.000034,0.000115,0.000029,0.000034,0.000023,0.000027,0.000059,0.000153,0.000035,0.000071,0.000043,0.000009,0.000019,0.000024
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aestuariivirgaceae;NA;NA;,0.000035,0.000123,0.000127,0.000086,0.000032,0.000047,0.000015,0.000031,0.000029,0.000055,0.000077,0.000093,0.000011,0.000109,0.000067,0.000034,0.000026,0.000014
Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonosporobacteraceae;NA;NA;,0.000035,0.000016,0.000022,0.000017,0.000063,0.000030,0.000022,0.000040,0.000017,0.000066,0.000021,0.000069,0.000030,0.000046,0.000024,0.000022,0.000048,0.000014
Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Volvocaceae;NA;NA;,0.000032,0.000045,0.000114,0.000021,0.000036,0.000049,0.000007,0.000028,0.000031,0.000014,0.000031,0.000036,0.000008,0.000042,0.000024,0.000013,0.000022,0.000010
Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;NA;NA;,0.000032,0.000016,0.000018,0.000031,0.000024,0.000035,0.000026,0.000022,0.000020,0.000007,0.000017,0.000036,0.000027,0.000054,0,0.000006,0.000006,0
Eukaryota;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;NA;NA;,0.000032,0.000034,0.000018,0.000005,0.000034,0.000007,0.000015,0,0.000006,0.000002,0.000017,0.000012,0.000005,0.000029,0.000005,0.000003,0.000013,0.000003
Eukaryota;Zoopagomycota;Dimargaritomycetes;Dimargaritales;Dimargaritaceae;NA;NA;,0.000032,0.000065,0.000035,0.000017,0.000061,0.000023,0.000040,0.000015,0.000014,0.000016,0.000014,0.000048,0.000013,0.000096,0.000016,0.000003,0.000010,0.000010
Bacteria;Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;NA;NA;,0.000032,0.000039,0.000026,0.000126,0.000047,0.000124,0.000066,0.000052,0.000040,0.000050,0.000056,0.000114,0.000077,0.000323,0.000089,0.000019,0.000151,0.000059
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Crenotrichaceae;NA;NA;,0.000032,0.000029,0.000070,0.000067,0.000086,0.000030,0.000037,0.000018,0.000051,0.000023,0.000014,0.000033,0.000045,0.000046,0.000086,0.000009,0.000051,0.000101
Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Choanephoraceae;NA;NA;,0.000032,0.000042,0.000018,0.000019,0.000024,0.000019,0.000007,0,0.000011,0.000021,0.000052,0.000033,0,0.000029,0.000043,0.000016,0,0
Eukaryota;Ascomycota;Sordariomycetes;Diaporthales;Diaporthaceae;NA;NA;,0.000032,0.000026,0.000066,0.000007,0.000034,0.000016,0.000007,0.000040,0.000020,0.000023,0.000007,0.000009,0.000011,0.000029,0.000003,0.000003,0.000022,0
Bacteria;Rhodothermaeota;Rhodothermia;Rhodothermales;Salinibacteraceae;NA;NA;,0.000032,0.000029,0.000031,0.000059,0.000010,0.000021,0,0.000025,0.000020,0.000016,0.000024,0.000009,0.000029,0.000080,0.000003,0,0.000016,0.000017
Bacteria;Cyanobacteria;NA;Gloeoemargaritales;Gloeomargaritaceae;NA;NA;,0.000032,0.000071,0.000022,0.000019,0.000017,0.000023,0.000029,0.000046,0.000046,0.000007,0.000021,0.000036,0.000013,0.000025,0.000005,0.000025,0.000010,0.000031
Bacteria;Proteobacteria;Alphaproteobacteria;Magnetococcales;Candidatus Magnetaquicoccaceae;NA;NA;,0.000032,0.000031,0.000044,0.000059,0.000071,0.000035,0.000004,0.000025,0.000034,0.000059,0.000014,0.000057,0.000016,0.000017,0.000038,0.000006,0.000100,0.000136
Eukaryota;Ciliophora;Oligohymenophorea;Philasterida;Pseudocohnilembidae;NA;NA;,0.000030,0.000050,0.000079,0.000057,0.000049,0.000007,0.000110,0.000015,0.000017,0.000014,0.000031,0.000042,0.000005,0.000205,0.000032,0.000016,0.000032,0.000007
Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;NA;NA;,0.000030,0.000026,0.000018,0.000074,0.000030,0.000009,0.000070,0.000015,0.000040,0.000011,0.000098,0.000036,0.000026,0.000034,0.000035,0.000006,0.000010,0.000003
Eukaryota;Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;NA;NA;,0.000030,0.000026,0.000044,0.000007,0.000005,0.000030,0.000026,0.000012,0.000020,0.000014,0.000017,0.000072,0.000018,0.000046,0.000003,0.000003,0.000006,0
Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Patulibacteraceae;NA;NA;,0.000030,0.000039,0.000009,0.000038,0.000020,0.000021,0.000048,0.000052,0.000071,0.000050,0.000042,0.000030,0.000035,0.000029,0.000021,0.000022,0.000100,0.000077
Eukaryota;Chytridiomycota;Chytridiomycetes;Caulochytriales;Caulochytriaceae;NA;NA;,0.000030,0.000110,0.000096,0.000012,0.000034,0.000016,0.000029,0.000006,0.000014,0.000009,0.000014,0.000057,0.000030,0.000121,0.000027,0.000003,0.000003,0.000014
